publish_date,title,source,nvda_relevance,overall_sentiment_score,url,summary
2024-06-20 07:30:00,Here’s why AMD’s stock was just dubbed a top pick,MarketWatch,0.707978,0.161331,https://www.marketwatch.com/story/heres-why-amds-stock-was-just-dubbed-a-top-pick-46754113?gaa_at=eafs&gaa_n=AWEtsqdW8UxcpXs-s__1Dea4Vi4XrUBdkmzg1tARmqKkDadYdz0FBqvqZM6y&gaa_ts=69074b19&gaa_sig=9dgBtYbbKLZeKbbJn6aHzch1eoZJFJczAw1nmmZB6r3b6ScV3LKWnzdcq5fSDRU9-Xu7oWc3-Sp33vKtcwAhoA%3D%3D,"Piper Sandler has identified AMD as a top stock pick, citing its relative valuation and potential benefits from easing supply constraints on its AI offerings. Despite its positive outlook, AMD's stock performance has lagged behind other major chip companies and the broader market this year. The company's shares are down 14% over the past three months and up only 5% year-to-date, contrasting with the S&P 500's 15% rise and significant gains seen by competitors like Nvidia, Broadcom, and Micron Technology."
2024-06-20 07:30:00,Here’s why AMD’s stock was just dubbed a top pick,MarketWatch,0.639107,0.123813,https://www.marketwatch.com/story/heres-why-amds-stock-was-just-dubbed-a-top-pick-46754113?gaa_at=eafs&gaa_n=AWEtsqf5OgL9QPArBbJ0XxpEBH7FgHj8usf7fIO57OKMApg4MzHraKQqxQxz&gaa_ts=69074b53&gaa_sig=PgxHlefNzzdMHF57bIUnuKGYhkcdfLo4eoo88-lv5wdtaL9s__wjno3QLEwEJSCNr_hZeyvCP0UUYdOokrENmw%3D%3D,"Piper Sandler has named AMD a top stock pick due to its relative valuation and potential benefits from easing supply constraints on its AI offerings. Despite a recent lag in stock performance compared to other chip companies, AMD is positioned for growth. The company's shares are down 14% over the past three months and up only 5% this year, underperforming the S&P 500's 15% gain."
2024-06-19 10:53:00,"Nvidia Beats Apple, Microsoft to Become Most Valuable Company On Earth",ProPakistani,1.0,0.167592,https://propakistani.pk/2024/06/19/nvidia-beats-apple-microsoft-to-become-most-valuable-company-on-earth/,"Nvidia has surpassed Apple and Microsoft to become the world's most valuable company, with its market capitalization reaching $3.34 trillion, driven by explosive growth in the AI sector. The company's stock surge was fueled by an increased presence in the Technology Select Sector SPDR Fund and an optimistic price target from Rosenblatt Securities, highlighting its dominant position in AI chip technology. Nvidia's value has soared nearly tenfold since early 2023, solidifying its lead among the 'Magnificent Seven' technology stocks."
2024-06-19 00:00:00,Nvidia beats Microsoft to become world's most valuable company,BBC,1.0,0.415472,https://www.bbc.com/news/articles/cyrr40x0z2mo,"Nvidia has surpassed Microsoft to become the world's most valuable company with a market capitalization of $3.34tn, driven by its dominance in AI chips. Its stock has nearly doubled this year, reflecting explosive growth fueled by demand for its technology, though some analysts are cautious about future gains amid increasing competition."
2024-06-19 00:00:00,"Nvidia becomes world’s most valuable company, dethroning Microsoft",Al Jazeera,1.0,0.338216,https://www.aljazeera.com/economy/2024/6/19/nvidia-becomes-worlds-most-valuable-company-dethroning-microsoft,"Nvidia has dethroned Microsoft to become the world's most valuable company, with its market capitalization reaching $3.335 trillion. The chipmaker's stock price surged by 3.5 percent to $135.58, driven by the strong demand for its GPUs essential for artificial intelligence development. This milestone follows Nvidia's consistent rise, fueled by its dominant market share in AI chips and strategic investments by CEO Jensen Huang."
2024-06-18 19:44:00,Nvidia surpasses Microsoft to become the world’s most valuable company,SiliconANGLE,1.0,0.276399,https://siliconangle.com/2024/06/18/nvidia-surpasses-microsoft-become-worlds-valuable-company/,"Nvidia Corp. has surpassed Microsoft Corp. to become the world's most valuable publicly traded company, reaching a market capitalization of $3.34 trillion. This milestone follows a surge in Nvidia's stock, driven by its dominance in the AI chip market, particularly with its GPUs essential for generative AI development. The company's exceptional growth contrasts with Microsoft and Apple, which have also benefited from AI but not to the same extent, solidifying Nvidia's unique position in the tech landscape."
2024-06-18 18:44:00,Nvidia becomes world’s most valuable company amid AI boom,The Guardian,1.0,0.33552,https://www.theguardian.com/technology/article/2024/jun/18/nvidia-valuation-most-valuable,"Nvidia has become the world's most valuable company, surpassing Microsoft and Apple, with its market capitalization reaching $3.34 trillion. This surge is driven by high demand for its chips, which are central to the booming artificial intelligence industry. The company's exponential growth has also significantly increased CEO Jensen Huang's net worth and boosted the broader stock market."
2024-06-18 17:44:00,Nvidia eclipses Microsoft as world's most valuable company,VOA - Voice of America English News,1.0,0.28986,https://www.voanews.com/a/nvidia-eclipses-microsoft-as-world-s-most-valuable-company-/7661109.html,"Nvidia has surpassed Microsoft to become the world's most valuable company, with its market capitalization reaching $3.341 trillion. This surge is driven by high demand for its processors essential for artificial intelligence technology. Nvidia's stock has nearly tripled this year, reflecting the market's strong optimism about its role in the booming AI sector."
2024-06-18 13:28:37,A major tech ETF is set to load up on Nvidia at the expense of Apple,Finimize,0.996685,0.253281,https://finimize.com/content/re-balancing-act,"The Technology Select Sector SPDR Fund (XLK), a major tech ETF, is poised to significantly increase its Nvidia holdings while reducing its Apple stake during its quarterly rebalance. This strategic shift comes as Nvidia has surpassed Apple to become the world's second-largest tech company. The rebalance will involve the purchase of $11 billion in Nvidia shares and the sale of $12 billion in Apple shares by State Street, the ETF's manager."
2024-06-17 15:55:00,Broadcom just keeps getting bigger as it’s deemed best AI stock besides Nvidia,MarketWatch,0.607108,0.412907,https://www.marketwatch.com/story/broadcom-just-keeps-getting-bigger-as-its-deemed-best-ai-stock-besides-nvidia-26e1bcac?gaa_at=eafs&gaa_n=AWEtsqd1C_oO0iQH0kzG7DdLwTU6SlCEDdUDQnz1wrjhnWFUH9vIml8A94DL&gaa_ts=6999abb5&gaa_sig=uD7zAAJZT-mnopJ3v88NBXYqdtWL7XuPsfL2tF8sc-RYNEuWanFrxa2a1SeLEAI6thPYnVtg9xYaD2tnaNx7kQ%3D%3D,"Broadcom Inc. passed Eli Lilly & Co. to become the eighth-largest U.S. company by market capitalization after its stock gained 5.4% in Monday's session. This marks a significant ascent for the chip maker, which is increasingly being recognized as a top AI stock alongside Nvidia. The gain also extended Broadcom's winning streak to seven consecutive sessions."
2024-06-17 12:51:19,DigitalOcean Appoints Bratin Saha as Chief Product and Technology Officer,citybiz,0.550683,0.22392,https://www.citybiz.co/article/568015/digitalocean-appoints-bratin-saha-as-chief-product-and-technology-officer/,"DigitalOcean Holdings, Inc. (NYSE: DOCN) has appointed Bratin Saha as its new Chief Product and Technology Officer (CPTO). Saha, formerly of Amazon Web Services (AWS) where he led AI, ML, and Data Infrastructure, will oversee product strategy, development, infrastructure, and security. His extensive experience in AI, machine learning, and cloud computing is expected to drive innovation for DigitalOcean's developer cloud, especially focusing on integrating generative AI."
2024-06-14 12:40:45,AMD Confident About Increasing Market Share In India,Entrepreneur,0.606838,0.365054,https://www.entrepreneur.com/en-in/growth-strategies/amd-confident-about-increasing-market-share-in-india/475626,"AMD sees India as a promising market for significant growth due to increasing investments in data centers, AI, and technology upgrades. The company plans to expand its workforce in India by adding 3,000 more engineers over the next five years as part of a $400 million investment. AMD acknowledges the importance of talent development and collaboration with academia to meet the growing demands of India's semiconductor ecosystem."
2024-06-13 11:30:00,3 Stocks to Buy in the Wake of Nvidia’s 10-for-1 Split,InvestorPlace,0.969543,0.336633,https://investorplace.com/2024/06/three-stocks-to-buy-in-the-wake-of-nvidias-10-for-1-split/,"Following Nvidia's 10-for-1 stock split, this article highlights three companies poised for significant growth in the booming AI market: Taiwan Semiconductor Manufacturing (TSM), Marvell Technology (MRVL), and Arista Networks (ANET). TSM is a key chip producer for major AI players, offering an attractive P/E ratio and dividend yield. Marvell Technology is expected to see strong revenue growth from custom AI chips, while Arista Networks' networking solutions are crucial for AI infrastructure, with its AI solutions business rapidly growing."
2024-06-11 13:11:55,OpenAI Selects Oracle Cloud Infrastructure to Extend Microsoft Azure AI Platform,Oracle,0.612096,0.381564,https://www.oracle.com/news/announcement/openai-selects-oracle-cloud-infrastructure-to-extend-microsoft-azure-ai-platform-2024-06-11/,"OpenAI has chosen Oracle Cloud Infrastructure (OCI) to expand the Microsoft Azure AI platform, providing additional capacity for its generative AI services. This collaboration will allow OpenAI to scale its operations, leveraging OCI's high-performance and cost-effective AI infrastructure. OpenAI CEO Sam Altman and Oracle Chairman Larry Ellison both emphasized the strong need for advanced AI infrastructure to support the rapid development of large language models."
2024-06-11 12:38:52,Apple execs explain why its AI is different from competitors,CNBC,0.574816,0.178941,https://www.cnbc.com/2024/06/11/apple-intelligence-apple-execs-explain-why-its-ai-is-different.html,"Apple executives, including software chief Craig Federighi and AI chief John Giannandrea, explained their distinct approach to artificial intelligence, dubbed ""Apple Intelligence."" Unlike competitors focusing on broad AI for various products, Apple's strategy centers on personalizing AI for its devices and user data, emphasizing privacy and on-device processing. They also clarified that Apple Intelligence uses multiple smaller models and will integrate with third-party AI like ChatGPT and potentially Google Gemini in the future."
2024-06-10 08:11:00,Hoth Therapeutics Announces Joint Development Agreement with Wise Systems International SRL to Utilize Artificial Intelligence for Drug Discovery,PR Newswire,0.845844,0.386012,https://www.prnewswire.com/news-releases/hoth-therapeutics-announces-joint-development-agreement-with-wise-systems-international-srl-to-utilize-artificial-intelligence-for-drug-discovery-302168103.html,"Hoth Therapeutics, Inc. has announced a joint development agreement with Wise Systems International SRL to integrate artificial intelligence into its drug discovery process. This collaboration will leverage Nvidia's BioNeMo generative AI platform to accelerate the training of models on proprietary data, aiming to identify, create, and optimize new therapeutics. Both companies anticipate that this partnership will enhance Hoth Therapeutics' intellectual property, pipeline, and ultimately accelerate the delivery of novel treatments to patients."
2024-06-06 22:36:00,Arista releases Etherlink platforms for AI networking focused on large clusters,SiliconANGLE,0.605064,0.373386,https://siliconangle.com/2024/06/06/arista-releases-etherlink-platforms-ai-networking-focused-large-clusters/,"Arista Networks Inc. announced the launch of its Arista Etherlink AI platforms, designed to improve network performance for AI workloads by supporting large AI clusters with efficient topologies and advanced monitoring. The new platforms, including the 7060X6 AI Leaf, 7800R4 AI Spine, and 7700R4 AI Distributed Etherlink Switch, offer non-blocking throughput and scalability. These developments coincide with Arista's 10th anniversary as a publicly traded company and address the increasing demands of AI networking."
2024-06-06 13:24:17,TSMC Shares Hit Record High as AI Demand Boosts Chip Industry,The Wall Street Journal,0.604338,0.577348,https://www.wsj.com/tech/tsmc-shares-hit-record-high-as-ai-demand-boosts-chip-industry-f183bd6e?gaa_at=eafs&gaa_n=AWEtsqcVsRU8w28JYiJuKXkNgL7h5gNQ_eWm5YihBc5QdsD5NiyZ5uK0Ithw&gaa_ts=6999b583&gaa_sig=LQvNy2OvshvlbTX1paWt_wRixhROjefY2dPVOpdYBbFVFKbnc7d1F7wPD7IyH2VVpuE5G78FTm_Si_PyXaT46Q%3D%3D,"Shares of Taiwan Semiconductor Manufacturing Co. (TSMC), the world's largest contract chip maker, reached a new record high due to surging global demand for advanced AI chips. The company's stock rose 5.15% in Taipei, pushing its market capitalization to $717.58 billion and contributing to an all-time high for the benchmark Taiex Index. This surge also follows recent announcements of a new share buyback program and a strategic partnership."
2024-06-06 13:20:10,Nvidia’s Huang champions Supermicro’s direct liquid cooling tech,Taipei Times,0.906547,0.301794,https://www.taipeitimes.com/News/biz/archives/2024/06/06/2003818917,"Nvidia CEO Jensen Huang publicly endorsed Supermicro's direct liquid cooling (DLC) technology for AI data centers at Computex Taipei, alongside Supermicro CEO Charles Liang. Huang highlighted DLC as crucial for handling the exponential growth in data processing driven by generative AI, estimating a US$3 trillion investment in new data centers by 2030 will boost demand for Supermicro's solutions. Liang emphasized DLC's energy and cost-saving benefits over traditional air cooling, aiming for it to become a mainstream solution for AI data centers efficiency."
2024-06-06 12:41:38,Cathie Wood's Ark missed Nvidia tech rally but eyes other AI wins,InvestmentNews,0.997242,0.071557,https://www.investmentnews.com/ria-news/cathie-woods-ark-missed-nvidia-tech-rally-but-eyes-other-ai-wins/254212,"Cathie Wood's Ark Investment Management largely missed Nvidia's significant tech rally after selling most of its shares at around $400, despite initially buying in 2014. Wood maintains that Ark is well-positioned for future AI growth through investments in other companies, including a continued bet on Tesla and stakes in AI startups like xAI and OpenAI, viewing autonomous driving as a major AI project. She also predicts surprisingly large interest rate cuts in 2024 due to rolling recessions in the US."
2024-06-06 06:58:03,VanEck Semiconductor ETF (SMH) 2024 Holdings and Performance Recap,VanEck,0.918721,0.47564,https://www.vaneck.com/offshore/en/news-and-insights/blogs/thematic-investing/vaneck-semiconductor-etf-smh-2024-holdings-and-performance-recap/,"The VanEck Semiconductor ETF (SMH) experienced strong performance in Q1 2024, with a 28.9% increase, largely driven by NVIDIA Corp. and Taiwan Semiconductor Manufacturing Co. Intel Corporation and STMicroelectronics were the main detractors during this period. The report provides a detailed overview of SMH's top holdings, their contributions to the ETF's performance, and key financial highlights for Q1 2024."
2024-06-05 16:50:00,Nvidia surpasses Apple to become the second-largest public company in the US,CNN,0.305721,0.01813,https://www.cnn.com/2024/06/05/investing/nvidia-stock-apple-microsoft-market-value,"Nvidia's market capitalization has soared to $3.019 trillion, making it the second-largest publicly traded company in the US, surpassing Apple and trailing only Microsoft. The chipmaker has been a major beneficiary of the AI boom, with its stock up 147% this year. Nvidia also announced a 10-for-1 stock split to make shares more accessible to individual investors."
2024-06-05 13:20:10,Supermicro Introduces Rack Scale Plug-and-Play Liquid-Cooled AI SuperClusters for NVIDIA Blackwell and NVIDIA HGX H100/H200,HPCwire,0.935396,0.269141,https://www.hpcwire.com/off-the-wire/supermicro-introduces-rack-scale-plug-and-play-liquid-cooled-ai-superclusters-for-nvidia-blackwell-and-nvidia-hgx-h100-h200/,"Supermicro has introduced liquid-cooled AI SuperClusters, optimized for NVIDIA AI Enterprise software, to accelerate generative AI adoption for businesses. These new solutions support NVIDIA Blackwell and NVIDIA HGX H100/H200 GPUs, with liquid cooling reducing power usage by up to 40%. Supermicro aims to simplify AI infrastructure deployment for enterprises, enabling a seamless transition from pilot to large-scale production."
2024-06-04 12:40:45,"AMD, TSMC to produce new chips",Taipei Times,0.64264,0.33092,https://www.taipeitimes.com/News/front/archives/2024/06/04/2003818833,"AMD will collaborate with TSMC to produce its next-generation chips using 3-nanometer process technology, despite speculation about using Samsung's technology. AMD CEO Lisa Su emphasized the strong partnership with TSMC and Taiwan's importance to the semiconductor ecosystem. She also discussed an annual update cycle for AMD's AI chips, with the Instinct MI325X planned for release later this year."
2024-06-04 11:06:00,Cisco Live Day 1 news brings together networking and security,SiliconANGLE,0.607411,0.274338,https://siliconangle.com/2024/06/04/cisco-live-day-1-news-brings-together-networking-security/,"Cisco Live's 2024 event highlights the company's focus on integrating networking and security, especially in the context of AI's growing influence. Cisco announced innovations like Nexus HyperFabric with Nvidia and Nutanix, and advancements in its Security Cloud, aiming to simplify operations and enhance threat protection across its installed base. The company emphasizes a strategy of ""melting security into the network"" to leverage its heritage and address the evolving tech landscape."
2024-06-03 22:23:00,Rockwell Automation expands AI collaboration with Nvidia to include mobile robots,The Business Journals,0.802924,0.402819,https://www.bizjournals.com/milwaukee/news/2024/06/03/rockwell-expands-collaboration-with-nvidia.html,"Rockwell Automation is expanding its collaboration with Nvidia to incorporate mobile robots from a Canadian firm it recently acquired. This move integrates artificial intelligence capabilities into Rockwell's robot offerings, with the Husky Observer being highlighted as one such robot. The expansion follows Rockwell's acquisition of the mobile robot company nine months prior."
2024-06-03 03:27:00,"AMD announces new AI chips amid intensifying competition with Nvidia, Intel",CNBC,0.801281,0.195254,https://www.cnbc.com/2024/06/03/amd-unveils-new-ai-chips-amid-rising-competition-with-nvidia-intel.html,"AMD announced new AI chips at the Computex tech conference in Taipei, emphasizing AI as its top priority and a transformative force in the computing market. This move intensifies its competition with rivals Nvidia and Intel, both of whom are also rapidly introducing new AI-focused processors. AMD plans to release new AI chip technology annually, outlining a roadmap for Instinct accelerators and EPYC server processors through 2026."
2024-06-02 13:10:40,NVIDIA Robotics Adopted by Industry Leaders for Development of Tens of Millions of AI-Powered Autonomous Machines,NVIDIA Newsroom,1.0,0.340442,https://nvidianews.nvidia.com/news/robotics-industry-development-ai-autonomous-machines,"NVIDIA announced that industry leaders like BYD Electronics, Siemens, Teradyne Robotics, and Intrinsic are adopting its Isaac robotics platform for developing AI-powered autonomous machines. The platform provides accelerated libraries, simulation tools, and AI models to enhance efficiency and safety in various industrial settings, including factories and warehouses. This widespread adoption signifies a major step towards widespread robot deployment across diverse applications."
2024-06-02 13:10:40,"Foxconn Trains Robots, Streamlines Assembly With NVIDIA AI and Omniverse",NVIDIA Blog,0.302827,0.01744,https://blogs.nvidia.com/blog/foxconn-digital-twin-ai/,"Foxconn is developing a virtual factory in NVIDIA Omniverse and Isaac platforms to optimize the assembly of NVIDIA Blackwell HGX systems. This digital twin will enable engineers to define processes and train robots, expecting to increase manufacturing efficiency, reduce costs, and lower energy consumption by over 30% annually. Foxconn's use of NVIDIA AI technologies like Isaac Manipulator, Perceptor, and cuOpt will allow robots to learn complex tasks and navigate factory floors autonomously, marking a significant step in industrial digitization."
2024-06-02 13:10:40,"NVIDIA NIM Revolutionizes Model Deployment, Now Available to Transform World’s Millions of Developers Into Generative AI Developers",NVIDIA Investor Relations,1.0,0.404319,https://investor.nvidia.com/news/press-release-details/2024/NVIDIA-NIM-Revolutionizes-Model-Deployment-Now-Available-to-Transform-Worlds-Millions-of-Developers-Into-Generative-AI-Developers/default.aspx,"NVIDIA has announced the general availability of NVIDIA NIM, a set of inference microservices designed to simplify and accelerate the deployment of generative AI applications. These optimized containers allow developers to build generative AI tools for various modalities in minutes, significantly boosting productivity and enabling enterprises to maximize their infrastructure investments. Over 150 partners across the AI ecosystem are already integrating NIM to speed up domain-specific AI deployments, making generative AI more accessible to a wider range of organizations."
2024-06-02 13:10:40,NVIDIA Brings AI Assistants to Life With GeForce RTX AI PCs,NVIDIA Investor Relations,1.0,0.310695,https://investor.nvidia.com/news/press-release-details/2024/NVIDIA-Brings-AI-Assistants-to-Life-With-GeForce-RTX-AI-PCs/default.aspx,"NVIDIA announced new RTX technology to power AI assistants and digital humans on new GeForce RTX AI laptops, including ""Project G-Assist"" for context-aware help in games and apps. They also introduced PC-based NVIDIA NIM inference microservices for the NVIDIA ACE digital human platform, enabled by the new NVIDIA RTX AI Toolkit. These innovations aim to accelerate over 500 PC applications and games, with new RTX AI PC laptops from ASUS and MSI featuring up to GeForce RTX 4070 GPUs."
2024-06-02 13:10:39,"NVIDIA Enables Real-Time Healthcare, Industrial and Scientific AI Applications at the Edge With Enterprise Software Support for NVIDIA IGX With Holoscan",Nvidia investor,1.0,0.341928,https://investor.nvidia.com/news/press-release-details/2024/NVIDIA-Enables-Real-Time-Healthcare-Industrial-and-Scientific-AI-Applications-at-the-Edge-With-Enterprise-Software-Support-for-NVIDIA-IGX-With-Holoscan/default.aspx,"NVIDIA announced the general software availability of NVIDIA AI Enterprise-IGX with NVIDIA Holoscan on the NVIDIA IGX platform, designed to accelerate the development and deployment of real-time AI solutions at the industrial edge for healthcare, industrial, and scientific computing sectors. This offering enhances performance, security, and scalability for edge AI operations, leveraging a refreshed IGX platform that includes increased AI performance with the NVIDIA RTX™ 6000 Ada GPU and support for flexible custom configurations. Major companies like Medtronic, Moon Surgical, ADLINK, and SETI Institute are already adopting IGX with Holoscan to power advanced AI applications from intelligent endoscopy to robotic surgery and radio astronomy."
2024-06-02 08:30:00,"Nvidia dominates the AI chip market, but there's more competition than ever",CNBC,0.309369,0.019991,https://www.cnbc.com/2024/06/02/nvidia-dominates-the-ai-chip-market-but-theres-rising-competition-.html,"Nvidia maintains a dominant market share in AI chips, estimated between 70% and 95%, despite significant competition emerging from startups, cloud providers, and other chipmakers like AMD and Intel. The company is responding by accelerating its chip release schedule, but the high cost of its flagship chips and the growing trend of inferencing on less powerful hardware are creating opportunities for alternatives. Major tech companies and venture-backed startups are investing heavily in developing their own AI silicon to challenge Nvidia's lead."
2024-06-02 00:00:00,Computer Industry Joins NVIDIA to Build AI Factories and Data Centers for the Next Industrial Revolution,NVIDIA,1.0,0.485388,https://investor.nvidia.com/news/press-release-details/2024/Computer-Industry-Joins-NVIDIA-to-Build-AI-Factories-and-Data-Centers-for-the-Next-Industrial-Revolution/default.aspx,"NVIDIA, in collaboration with top computer manufacturers, unveiled a new array of NVIDIA Blackwell architecture-powered systems, featuring Grace CPUs and NVIDIA networking, designed for building AI factories and data centers. These systems aim to drive the next wave of generative AI breakthroughs, with offerings ranging from single to multi-GPUs and various cooling technologies. Key industry players like ASRock Rack, ASUS, GIGABYTE, and Supermicro are among those delivering these advanced AI systems."
2024-06-02 00:00:00,"‘Accelerate Everything,’ NVIDIA CEO Says Ahead of COMPUTEX",NVIDIA Blog,1.0,0.532139,https://blogs.nvidia.com/blog/computex-2024-jensen-huang/,"NVIDIA CEO Jensen Huang, speaking ahead of COMPUTEX, emphasized a ""major shift in computing"" driven by AI and accelerated computing, detailing new semiconductors, software, and systems. Huang announced a one-year rhythm for new semiconductors, including the upcoming Rubin platform, and highlighted accelerated computing as sustainable, driving down costs. He also showcased strong industry adoption of NVIDIA technologies for AI factories, next-generation networking with Spectrum-X, and the transformation of generative AI development with NVIDIA NIM, alongside the integration of AI assistants into RTX AI PCs and the adoption of NVIDIA Robotics for industrial digitization."
2024-05-31 14:16:02,Apple Supplier STMicroelectronics to Build $5.4 Billion Chip Plant in Italy,The Wall Street Journal,0.641887,0.276894,https://www.wsj.com/business/stmicroelectronics-to-build-5-4-bln-chip-plant-in-italy-with-state-support-7cb0a919?gaa_at=eafs&gaa_n=AWEtsqfYCmqs9rcpwr2fhaq_hKzuVR9umF-go9GNgW0JAk5aA1QqhCwVxM3y&gaa_ts=6999c1a6&gaa_sig=os4Ygv9tKy9npP9YpjNWjpubZ-MMsincZfj1jx30zVcVBrC4IRBgTwuVxWTr7hX1DOL0S6OwifzQScou09pkzg%3D%3D,"STMicroelectronics, a key supplier for Apple, Tesla, and Samsung, is investing approximately $5.42 billion to build a new chip-manufacturing plant in Catania, Sicily, with state support. This facility will produce silicon-carbide semiconductor products, essential for electric vehicles and data centers, as the company prepares for an anticipated recovery in the semiconductor market. The investment aims to expand production capacity for these energy-efficient chips."
2024-05-31 14:04:17,"NetApp Leads AI Innovation With Tech Partners Like Nvidia, Cisco, Lenovo: CEO George Kurian",CRN,0.733308,0.319174,https://www.crn.com/news/storage/2024/netapp-leads-ai-innovation-with-partners-like-nvidia-cisco-lenovo-ceo-george-kurian,"NetApp CEO George Kurian highlighted the company's strong fiscal 2024 fourth-quarter results, driven by growth in its cloud and flash storage businesses, and emphasized AI as a key future growth driver. NetApp's strategy centers on supporting customers throughout the AI lifecycle with high-performance all-flash storage and comprehensive data management, while expanding partnerships with companies like Nvidia and Cisco to strengthen its enterprise AI position. The company projects continued growth for fiscal year 2025, expecting revenue between $6.45 billion and $6.65 billion, and anticipates increased public cloud revenue."
2024-05-30 04:44:29,Why Investing Guru Jeremy Grantham’s New ETF Shuns Nvidia and Tesla Stock,Barron's,0.807166,-0.059377,https://www.barrons.com/articles/investing-jeremy-grantham-quality-etf-nvidia-tesla-stock-1377e79f?gaa_at=eafs&gaa_n=AWEtsqe4IP91z5QdRiyzrTmfOWxGhga-AzJnl-PFGCz5Yi9JScE781K9rLYw&gaa_ts=69365a4e&gaa_sig=Pss51SlcLAKzU7s0v5A9pB6yAjV8Tp25izZ2uBwRoI_vSgLhRnRpIQF1h6YK49tRdAul75G5ReYEEXchPUBCjw%3D%3D,"Legendary investor Jeremy Grantham's new ETF, GMO’s U.S. Quality ETF, is outperforming the stock market despite intentionally excluding high-momentum stocks like Nvidia and Tesla. The ETF instead focuses on defensive stocks such as Coca-Cola, alongside five of the ""Magnificent Seven"" tech stocks. This strategy highlights a preference for quality and value over pure momentum plays."
2024-05-29 17:37:00,Samsung partner Corning enters glass substrate market as AI chips boom,Korea JoongAng Daily,0.56547,0.251837,https://koreajoongangdaily.joins.com/news/2024-05-29/business/tech/Samsung-partner-Corning-enters-glass-substrate-market-as-AI-chips-boom/2057374,"Corning, a specialty glass producer and long-time Samsung partner, is entering the glass substrate market for semiconductors due to increasing demand for AI chips. The company is sampling glass substrates to global customers, including those in Korea, and anticipates this market will surpass its existing chip business. Corning plans to invest 2 trillion Korean won ($1.5 billion) in Korea by 2028 to support bendable glass production and facility upgrades, with its R&D center in Asan playing a key role."
2024-05-29 13:31:24,Astera Labs Extends Interoperability Leadership Driving PCIe 6.x Deployment,StorageNewsletter,0.607538,0.384118,https://www.storagenewsletter.com/2024/05/29/astera-labs-extends-interoperability-leadership-driving-pcie-6-x-deployment/,"Astera Labs has expanded the PCIe 6.x testing capabilities of its Cloud-Scale Interop Lab to ensure interoperability between its Aries 6 PCIe/CXL Smart DSP Retimers and various PCIe 6.x hosts and endpoints. This initiative aims to accelerate the deployment of high-bandwidth, low-latency PCIe 6.x connectivity in AI platforms, reducing development time. The company also launched its first Cloud-Scale Interop Lab outside Silicon Valley in Taiwan to foster closer collaboration with ODM customers."
2024-05-29 00:00:00,Data Center Powerplay: The Chips Have to Go Somewhere,Citigroup,0.743107,0.36131,https://www.citigroup.com/global/insights/data-center-powerplay-the-chips-have-to-go-somewhere,"Citi Research forecasts a significant surge in data center capacity, driven by the power demands of Generative AI (GenAI), expecting a compound annual growth of 17% to 100 GW by 2030, up from 33 GW in 2023. GenAI workloads are projected to account for over half of this demand by 2030, with concerns raised about utilities' ability to meet the escalating power needs. The report estimates annual peak power requirements for US data centers to be 5 GW to 8 GW through 2030, posing a potential bottleneck if supply constraints persist."
2024-05-29 00:00:00,"The NVIDIA Spider Web, Pt. 1: Applied Materials and Lam Research",DataDrivenInvestor,0.716629,0.350172,https://medium.datadriveninvestor.com/the-nvidia-spider-web-pt-1-applied-materials-and-lam-research-c162b0712ecc,"This article initiates ""The NVIDIA Spider Web"" series, focusing on semiconductor equipment providers Applied Materials (AMAT) and Lam Research (LRCX). It analyzes their individual financial performance, strategic positions, and growth drivers, as well as their crucial roles in supporting NVIDIA's expansion. The author highlights their attractiveness as investments due to their industry leadership, technological advancements, and strong correlation with NVIDIA's growth."
2024-05-24 00:00:00,Applied Materials scales AI chips as revenue stagnates,Manufacturing Dive,0.612206,0.213173,https://www.manufacturingdive.com/news/applied-materials-expands-ai-chips-high-volume-manufacturing-q2-2024/717007/,"Applied Materials is expanding its production of advanced AI-powering chips, particularly focusing on its gate-all-around transistor design, to counter stagnating revenue. The company aims to double revenue from this technology to $5 billion by 2025, despite U.S. sanctions potentially impacting its significant business in China. Applied Materials is also heavily investing in R&D to accelerate customer integration of its AI chip technology."
2024-05-22 14:04:40,Nvidia shares jump 4% as the AI boom fuels another blockbuster quarter and better-than-expected forecast,Fortune,1.0,0.347748,https://fortune.com/2024/05/22/nvidia-shares-jump-4-as-the-ai-boom-fuels-a-another-blockbuster-quarter-and-better-than-expected-forecast/,"Nvidia reported another strong quarter, exceeding revenue and earnings expectations, driven by the ongoing AI boom. The company forecasted second-quarter revenue of $28 billion, surpassing analyst predictions, and announced a 10-for-1 stock split and a 150% dividend increase. CEO Jensen Huang highlighted the diversification of AI adoption beyond hyperscalers into various industries and sovereign AI initiatives."
